85,28/12/2020 01:56,Gimlet,4.2
86,30/12/2020 20:08,Snowball,11
87,27/12/2020 17:12,Limeade,3.5
88,31/12/2020 05:41,Snowball,11
89,30/12/2020 16:13,Death in the Afternoon,4
90,31/12/2020 08:01,Rum Punch,3.5
91,30/12/2020 19:00,Snowball,11
92,27/12/2020 04:21,Affair,8
93,31/12/2020 18:49,Tom Collins,5.5
94,26/12/2020 05:51,Vesuvio,3
95,30/12/2020 21:41,Vermouth Cassis,12
96,31/12/2020 07:53,Rum Cooler,4.99
97,30/12/2020 13:22,Chocolate Milk,5.15
98,31/12/2020 12:19,Zimadori Zinger,12
99,31/12/2020 04:13,Frosé,2.99
100,27/12/2020 18:59,Chocolate Milk,5.15
101,29/12/2020 19:15,Quick-sand,4
102,31/12/2020 14:34,Bijou,4
103,27/12/2020 05:32,Halloween Punch,8
104,26/12/2020 08:09,Mai Tai,11
105,31/12/2020 03:10,Sea breeze,8
106,26/12/2020 12:44,Boston Sour,5
107,26/12/2020 07:42,Bellini,2.99
108,31/12/2020 12:52,Death in the Afternoon,4
109,25/12/2020 19:26,Shot-gun,7.5
110,31/12/2020 11:33,Van Vleet,4.2
111,28/12/2020 08:54,Limeade,3.5
112,30/12/2020 17:13,Figgy Thyme,3
113,28/12/2020 12:15,Affair,8
114,28/12/2020 14:37,Limona Corona,4.2
115,29/12/2020 07:34,Danbooka,4.99
116,25/12/2020 23:57,Grizzly Bear,12
117,30/12/2020 04:08,Limeade,3.5
118,27/12/2020 04:54,Snowball,11
119,31/12/2020 13:34,Creme de Menthe,3.5
120,29/12/2020 10:41,Snowball,11
121,28/12/2020 14:01,Monkey Gland,11
122,25/12/2020 20:09,Frisco Sour,4
123,26/12/2020 02:43,Munich Mule,12
124,31/12/2020 02:59,Limeade,3.5
125,28/12/2020 14:38,Waikiki Beachcomber,5.5
126,30/12/2020 21:25,Grim Reaper,4
127,29/12/2020 16:05,Mocha-Berry,8
128,26/12/2020 19:14,Snowball,11
129,27/12/2020 06:45,Yoghurt Cooler,3.5
130,27/12/2020 20:17,Limeade,3.5
131,27/12/2020 02:36,Long Island Iced Tea,3
132,31/12/2020 17:20,Bubble Gum,3
133,29/12/2020 01:44,Jelly Bean,3
134,26/12/2020 05:45,Limeade,3.5
135,31/12/2020 18:24,Dry Martini,8
136,28/12/2020 01:09,Afternoon,3
137,28/12/2020 10:28,Kurant Tea,3
138,25/12/2020 22:06,Honey Bee,3
139,27/12/2020 00:46,Limeade,3.5
140,30/12/2020 02:14,Veteran,8
141,27/12/2020 17:40,Lone Tree Cooler,5.5
142,28/12/2020 12:24,Yoghurt Cooler,3.5
143,27/12/2020 18:35,Death in the Afternoon,4
144,27/12/2020 13:50,Winter Rita,5.5
145,30/12/2020 15:15,Yoghurt Cooler,3.5
146,27/12/2020 10:15,Raspberry Cooler,3.5
147,30/12/2020 20:15,Snowball,11
148,25/12/2020 17:37,Creme de Menthe,3.5
149,28/12/2020 19:40,Van Vleet,4.2
150,31/12/2020 07:16,Lemon Drop,2.99
151,27/12/2020 00:18,Espresso Martini,11
152,29/12/2020 04:17,Queen Charlotte,8
153,30/12/2020 10:17,After sex,7.5
154,27/12/2020 02:06,A. J.,11
155,29/12/2020 14:54,Victor,4.2
156,26/12/2020 06:00,Horse's Neck,7.5
157,27/12/2020 11:42,Victory Collins,7.5
158,31/12/2020 22:43,Lone Tree Cooler,5.5
159,28/12/2020 12:38,Victor,4.2
160,26/12/2020 16:31,Cuba Libre,4.2
161,26/12/2020 07:45,Tequila Sour,5.15
162,30/12/2020 21:39,Limeade,3.5
163,30/12/2020 14:58,Gin Rickey,4
164,26/12/2020 23:33,Orangeade,4.99
165,28/12/2020 18:55,Fahrenheit 5000,2.99
166,30/12/2020 14:58,Limeade,3.5
167,26/12/2020 17:52,Gin Rickey,4
168,28/12/2020 16:18,Mai Tai,11
169,29/12/2020 23:04,Snowball,11
170,29/12/2020 13:35,Chocolate Milk,5.15
171,27/12/2020 20:20,H.D.,7.5
172,28/12/2020 21:33,Coffee Liqueur,5.5
173,26/12/2020 17:27,Limeade,3.5
174,28/12/2020 06:53,Casino,6.5
175,30/12/2020 12:47,Figgy Thyme,3
176,29/12/2020 05:12,Grasshopper,4.99
177,27/12/2020 15:06,Flying Dutchman,6.5
178,30/12/2020 15:22,Cuba Libre,4.2
179,25/12/2020 23:58,Egg Nog - Healthy,11
180,25/12/2020 16:20,Dry Martini,8
181,30/12/2020 10:52,Kurant Tea,3
182,30/12/2020 12:25,Sidecar,11
183,30/12/2020 23:29,Pysch Vitamin Light,6.5
184,31/12/2020 02:54,Limeade,3.5
185,30/12/2020 10:13,Owen's Grandmother's Revenge,8
186,27/12/2020 15:28,Oatmeal Cookie,4.99
187,31/12/2020 20:59,Karsk,11
188,26/12/2020 00:13,Dry Rob Roy,5.5
189,30/12/2020 05:41,Orangeade,4.99
190,26/12/2020 23:00,Orangeade,4.99
191,27/12/2020 17:29,Snowball,11
192,28/12/2020 17:34,H.D.,7.5
193,26/12/2020 21:11,Lemouroudji,5.15
194,26/12/2020 21:31,Yellow Bird,8
195,27/12/2020 20:25,Kill the cold Smoothie,11
196,28/12/2020 09:26,Bellini,2.99
197,29/12/2020 07:19,Lassi Raita,6.5
198,30/12/2020 14:36,Orangeade,4.99
199,27/12/2020 10:36,Mother's Milk,5
200,30/12/2020 23:52,Veteran,8
201,27/12/2020 18:36,Queen Charlotte,8
202,29/12/2020 10:40,Hemingway Special,3.5
203,27/12/2020 22:12,Creme de Menthe,3.5
204,31/12/2020 07:46,Hawaiian Cocktail,6.5
205,31/12/2020 17:54,Casino,6.5
206,26/12/2020 19:39,Lemouroudji,5.15
207,31/12/2020 08:07,Monkey Gland,11
208,30/12/2020 20:18,Bob Marley,4
209,31/12/2020 22:35,The Philosopher,5.15
210,29/12/2020 10:49,Monkey Gland,11
211,30/12/2020 02:41,Afternoon,3
212,27/12/2020 04:16,Jamaica Kiss,5
213,28/12/2020 06:31,Boston Sour,5
214,26/12/2020 03:40,Hemingway Special,3.5
215,31/12/2020 05:33,Bob Marley,4
216,27/12/2020 01:19,Clover Club,4.99
217,28/12/2020 06:15,Midnight Mint,7.5
218,27/12/2020 09:55,Kill the cold Smoothie,11
219,31/12/2020 12:48,Dark Caipirinha,2.99
220,30/12/2020 22:27,Orangeade,4.99
221,29/12/2020 02:22,Pink Panty Pulldowns,2.99
222,31/12/2020 00:40,Bijou,4
223,26/12/2020 10:58,Orangeade,4.99
224,25/12/2020 20:08,Winter Rita,5.5
225,31/12/2020 20:20,Cuba Libre,4.2
226,30/12/2020 01:29,Radioactive Long Island Iced Tea,7.5
227,28/12/2020 23:36,Figgy Thyme,3
228,30/12/2020 11:59,Fahrenheit 5000,2.99
229,28/12/2020 00:07,Snowball,11
230,26/12/2020 04:46,Corn n Oil,8
231,28/12/2020 07:20,Orgasm,5.15
232,31/12/2020 11:04,Long Island Iced Tea,3
233,26/12/2020 18:13,Porto flip,4.99
234,30/12/2020 19:09,Limeade,3.5
235,26/12/2020 09:47,Bloody Mary,5.5
236,27/12/2020 07:12,Sidecar,11
237,31/12/2020 06:46,Raspberry Cooler,3.5
238,26/12/2020 08:29,Bellini,2.99
239,26/12/2020 17:04,Casa Blanca,5.15
240,30/12/2020 07:22,Raspberry Cooler,3.5
241,29/12/2020 15:37,Dry Rob Roy,5.5
242,27/12/2020 02:46,Limeade,3.5
243,30/12/2020 00:06,Snowball,11
244,28/12/2020 21:42,Bellini,2.99
245,26/12/2020 22:43,Limeade,3.5
246,27/12/2020 13:11,Bramble,4.2
247,31/12/2020 13:52,Fahrenheit 5000,2.99
248,28/12/2020 14:22,John Collins,6.5
249,30/12/2020 13:30,Snowball,11
250,29/12/2020 18:36,Bubble Gum,3
251,31/12/2020 17:24,Fruit Shake,5.5
252,27/12/2020 12:37,Limeade,3.5
253,26/12/2020 00:58,Corn n Oil,8
254,25/12/2020 20:01,Jamaica Kiss,5
255,27/12/2020 08:33,Sangria,3.5
256,30/12/2020 00:26,Limeade,3.5
257,26/12/2020 22:55,Frisco Sour,4
258,30/12/2020 09:08,Creme de Menthe,3.5
259,27/12/2020 12:36,Snowball,11
260,28/12/2020 21:39,Jewel Of The Nile,6.5
261,27/12/2020 00:12,Irish Coffee,7.5
262,28/12/2020 00:00,Vesuvio,3
263,27/12/2020 19:44,Raspberry Cooler,3.5
264,26/12/2020 08:52,Egg Nog - Healthy,11
265,31/12/2020 19:19,White Lady,6.5
266,29/12/2020 00:15,Bellini,2.99
267,31/12/2020 23:45,Raspberry Cooler,3.5
268,30/12/2020 05:19,Sangria,3.5
269,29/12/2020 22:00,Waikiki Beachcomber,5.5
270,28/12/2020 19:12,Casino Royale,11
271,31/12/2020 11:41,Orangeade,4.99
272,27/12/2020 16:22,Flaming Lamborghini,3
273,26/12/2020 04:29,Honey Bee,3
274,26/12/2020 16:23,Bijou,4
275,31/12/2020 17:29,Artillery,3.5
276,31/12/2020 02:38,Mocha-Berry,8
277,29/12/2020 20:12,Godfather,6.5
278,28/12/2020 10:56,John Collins,6.5
279,28/12/2020 23:34,Lone Tree Cooler,5.5
280,31/12/2020 18:38,Frisco Sour,4
281,31/12/2020 08:03,Raspberry Cooler,3.5
282,30/12/2020 14:46,Hunter's Moon,3
283,31/12/2020 11:58,Lemon Drop,2.99
284,30/12/2020 20:11,Sweet Sangria,4
285,31/12/2020 17:45,Snowball,11
286,31/12/2020 19:35,Hemingway Special,3.5
287,29/12/2020 19:24,Creme de Menthe,3.5
288,26/12/2020 12:49,Monkey Gland,11
289,27/12/2020 07:58,Lone Tree Cooler,5.5
290,28/12/2020 04:24,Midnight Mint,7.5
291,31/12/2020 11:33,Zizi Coin-coin,5
292,26/12/2020 14:48,Thai Iced Coffee,4.2
293,28/12/2020 20:15,Long Island Iced Tea,3
294,27/12/2020 15:25,Gin Rickey,4
295,31/12/2020 03:16,Limeade,3.5
296,31/12/2020 03:33,Scooter,12
297,28/12/2020 23:22,Affair,8
298,26/12/2020 01:02,Dry Rob Roy,5.5
299,28/12/2020 00:46,Rum Toddy,4.2
300,30/12/2020 21:57,Limeade,3.5
301,29/12/2020 17:54,Figgy Thyme,3
302,27/12/2020 05:28,Zizi Coin-coin,5
303,31/12/2020 23:49,Greyhound,4.99
304,31/12/2020 12:02,Halloween Punch,8
305,29/12/2020 15:39,Owen's Grandmother's Revenge,8
306,27/12/2020 02:01,After sex,7.5
307,27/12/2020 06:42,The Philosopher,5.15
308,29/12/2020 23:50,Snowball,11
309,28/12/2020 22:11,English Highball,7.5
310,26/12/2020 07:04,Snowball,11
311,31/12/2020 16:26,Grasshopper,4.99
312,30/12/2020 15:56,Limeade,3.5
313,28/12/2020 09:28,Bubble Gum,3
314,27/12/2020 14:57,Tequila Sour,5.15
315,26/12/2020 03:05,Snowball,11
316,26/12/2020 19:54,Limeade,3.5
317,26/12/2020 16:35,Vermouth Cassis,12
318,30/12/2020 13:07,Figgy Thyme,3
319,27/12/2020 17:34,Grizzly Bear,12
320,31/12/2020 04:32,Bellini,2.99
321,31/12/2020 04:30,Snowball,11
322,26/12/2020 05:06,Clover Club,4.99
323,26/12/2020 19:07,Limeade,3.5
324,26/12/2020 02:47,Limeade,3.5
325,31/12/2020 09:26,Ipamena,2.99
326,28/12/2020 23:27,Limeade,3.5
327,27/12/2020 01:10,Bellini,2.99
328,28/12/2020 13:32,Port Wine Flip,5
329,28/12/2020 11:42,H.D.,7.5
330,29/12/2020 22:47,Chocolate Drink,12
331,28/12/2020 03:29,Irish Curdling Cow,2.99
332,30/12/2020 12:06,Clover Club,4.99
333,30/12/2020 19:43,Casino Royale,11
334,29/12/2020 20:44,Nuked Hot Chocolate,12
335,31/12/2020 09:33,Zorbatini,4.2
336,31/12/2020 17:26,B-53,5.15
337,26/12/2020 21:21,Snowday,6.5
338,27/12/2020 15:41,Vodka And Tonic,11
339,29/12/2020 03:04,Raspberry Cooler,3.5
340,30/12/2020 18:58,New York Lemonade,5.15
341,26/12/2020 11:08,Egg Cream,4.99
342,26/12/2020 11:35,Snowball,11
343,29/12/2020 13:18,Dry Rob Roy,5.5
344,29/12/2020 08:15,Snowball,11
345,29/12/2020 23:19,Flaming Lamborghini,3
346,26/12/2020 13:02,Cosmopolitan,2.99
347,30/12/2020 02:50,Vesuvio,3
348,31/12/2020 02:29,Clover Club,4.99
349,28/12/2020 22:45,Cosmopolitan,2.99
350,27/12/2020 08:37,Munich Mule,12
351,28/12/2020 04:15,Orangeade,4.99
352,27/12/2020 19:04,Passion Fruit Martini,2.99
353,29/12/2020 00:21,Jack's Vanilla Coke,6.5
354,31/12/2020 04:33,Orangeade,4.99
355,26/12/2020 15:47,Affair,8
356,30/12/2020 18:19,Limeade,3.5
357,27/12/2020 03:07,Coffee Liqueur,5.5
358,27/12/2020 20:44,Dark Caipirinha,2.99
359,28/12/2020 23:05,Frosé,2.99
360,29/12/2020 07:50,Porto flip,4.99
361,29/12/2020 22:11,Kiwi Martini,5.5
362,29/12/2020 22:55,Mulled Wine,11
363,31/12/2020 01:39,Grizzly Bear,12
364,29/12/2020 14:12,Snowball,11
365,31/12/2020 17:39,Flying Dutchman,6.5
366,31/12/2020 09:14,Raspberry Cooler,3.5
367,27/12/2020 04:43,Tuxedo Cocktail,12
368,30/12/2020 11:22,Thai Iced Coffee,4.2
369,28/12/2020 17:22,Bellini,2.99
370,29/12/2020 13:03,Winter Rita,5.5
371,28/12/2020 20:24,Limeade,3.5
372,30/12/2020 07:45,Orangeade,4.99
373,31/12/2020 17:41,Munich Mule,12
374,29/12/2020 07:44,Bubble Gum,3
375,29/12/2020 14:19,Zizi Coin-coin,5
376,31/12/2020 17:44,Bellini,2.99
377,30/12/2020 04:17,Big Red,8
378,27/12/2020 05:19,Irish Spring,5.15
379,29/12/2020 21:12,B-53,5.15
380,31/12/2020 01:43,Iced Coffee Fillip,5
381,31/12/2020 00:14,Hawaiian Cocktail,6.5
382,30/12/2020 20:45,Adam,3.5
383,26/12/2020 23:40,Sweet Tooth,2.99
384,29/12/2020 22:41,Vodka And Tonic,11
385,26/12/2020 06:53,Shot-gun,7.5
386,31/12/2020 10:42,Bellini,2.99
387,30/12/2020 10:22,Lemon Drop,2.99
388,29/12/2020 18:19,Limeade,3.5
389,26/12/2020 09:48,A. J.,11
390,31/12/2020 22:33,Rum Cooler,4.99
391,31/12/2020 21:42,Mulled Wine,11
392,26/12/2020 08:55,Irish Coffee,7.5
393,29/12/2020 03:25,Jack's Vanilla Coke,6.5
394,31/12/2020 07:18,Scooter,12
395,30/12/2020 15:53,Limeade,3.5
396,29/12/2020 14:14,Danbooka,4.99
397,28/12/2020 16:21,Zimadori Zinger,12
398,26/12/2020 04:55,Lord And Lady,8
399,31/12/2020 14:43,B-53,5.15
400,28/12/2020 07:16,The Laverstoke,7.5
401,25/12/2020 19:57,Homemade Kahlua,6.5
402,26/12/2020 08:21,New York Lemonade,5.15
403,27/12/2020 16:16,Limona Corona,4.2
404,31/12/2020 15:55,Lemouroudji,5.15
405,31/12/2020 06:03,Limeade,3.5
406,30/12/2020 02:35,Irish Coffee,7.5
407,31/12/2020 01:00,Coffee Liqueur,5.5
408,28/12/2020 14:47,Dry Martini,8
409,27/12/2020 13:33,Van Vleet,4.2
410,30/12/2020 15:07,Long Island Iced Tea,3
411,29/12/2020 14:21,Casino Royale,11
412,26/12/2020 13:26,Jelly Bean,3
413,28/12/2020 06:01,Orangeade,4.99
414,30/12/2020 00:33,Rum Cooler,4.99
415,28/12/2020 06:53,Thai Coffee,5.5
416,26/12/2020 05:36,Dry Rob Roy,5.5
417,26/12/2020 04:52,White Lady,6.5
418,27/12/2020 18:58,Van Vleet,4.2
419,25/12/2020 18:45,Karsk,11
420,28/12/2020 03:43,Hemingway Special,3.5
421,31/12/2020 14:41,Frisco Sour,4
422,31/12/2020 17:42,Flaming Lamborghini,3
423,28/12/2020 10:03,Mai Tai,11
424,29/12/2020 12:50,Monkey Gland,11
425,30/12/2020 23:41,Boston Sour,5
426,25/12/2020 19:33,Jack Rose Cocktail,5.5
427,28/12/2020 13:06,Limeade,3.5
428,28/12/2020 09:01,White Lady,6.5
429,30/12/2020 16:54,Iced Coffee Fillip,5
430,30/12/2020 00:53,Godfather,6.5
431,26/12/2020 06:52,Veteran,8
432,29/12/2020 02:53,Fruit Shake,5.5
433,27/12/2020 12:31,Limeade,3.5
434,29/12/2020 01:22,Irish Curdling Cow,2.99
435,29/12/2020 07:53,Flying Dutchman,6.5
436,29/12/2020 09:00,Coffee Liqueur,5.5
437,27/12/2020 23:01,Bellini,2.99
438,27/12/2020 14:58,Corpse Reviver,5.15
439,26/12/2020 01:05,Thai Coffee,5.5
440,26/12/2020 13:42,Sangria,3.5
441,28/12/2020 04:39,Snowball,11
442,28/12/2020 09:52,Dirty Nipple,3.5
443,30/12/2020 13:51,Vodka And Tonic,11
444,30/12/2020 13:13,Grass Skirt,2.99
445,28/12/2020 08:22,Kill the cold Smoothie,11
446,25/12/2020 23:13,Shot-gun,7.5
447,30/12/2020 17:56,After sex,7.5
448,29/12/2020 11:21,Queen Charlotte,8
449,26/12/2020 16:33,Irish Spring,5.15
450,29/12/2020 09:29,Godfather,6.5
451,30/12/2020 23:02,Munich Mule,12
452,28/12/2020 23:11,Limeade,3.5
453,30/12/2020 10:30,Limeade,3.5
454,27/12/2020 18:19,Limeade,3.5
455,28/12/2020 21:15,Snowball,11
456,29/12/2020 08:09,Orangeade,4.99
457,30/12/2020 02:31,Vampiro,11
458,25/12/2020 21:23,Hemingway Special,3.5
459,29/12/2020 19:12,John Collins,6.5
460,31/12/2020 01:42,Porto flip,4.99
461,27/12/2020 04:35,Mai Tai,11
462,27/12/2020 10:42,Broadside,5.5
463,29/12/2020 09:04,Sidecar,11
464,31/12/2020 17:44,Gin Fizz,2.99
465,26/12/2020 05:07,The Philosopher,5.15
466,28/12/2020 10:08,Casa Blanca,5.15
467,30/12/2020 22:10,Jack's Vanilla Coke,6.5
468,26/12/2020 18:44,Winter Rita,5.5
469,31/12/2020 00:51,Affinity,2.99
470,25/12/2020 19:18,Mulled Wine,11
471,28/12/2020 04:41,Dark Caipirinha,2.99
472,31/12/2020 07:42,Sweet Tooth,2.99
473,29/12/2020 21:47,Jackhammer,3.5
474,29/12/2020 21:29,Orange Crush,5.5
475,30/12/2020 18:39,Limeade,3.5
476,30/12/2020 22:08,Hemingway Special,3.5
477,31/12/2020 08:42,Lassi Raita,6.5
478,26/12/2020 23:25,Kiwi Papaya Smoothie,5.15
479,28/12/2020 20:45,Dry Rob Roy,5.5
480,28/12/2020 00:09,Snowball,11
481,30/12/2020 09:42,Ipamena,2.99
482,29/12/2020 03:00,Corpse Reviver,5.15
483,30/12/2020 19:43,Zizi Coin-coin,5
484,30/12/2020 10:21,Damned if you do,6.5
485,30/12/2020 06:21,Egg Nog - Healthy,11
486,28/12/2020 19:09,Big Red,8
487,28/12/2020 12:34,Limeade,3.5
488,26/12/2020 15:31,Mango Mojito,7.5
489,30/12/2020 19:24,Allegheny,7.5
490,26/12/2020 22:59,Dry Rob Roy,5.5
491,31/12/2020 06:37,Campari Beer,7.5
492,28/12/2020 15:18,Snowball,11
493,29/12/2020 01:52,Rusty Nail,4
494,26/12/2020 01:41,Limeade,3.5
495,30/12/2020 01:17,Egg Nog - Healthy,11
496,29/12/2020 04:59,Radioactive Long Island Iced Tea,7.5
497,31/12/2020 08:11,Hemingway Special,3.5
498,27/12/2020 11:57,GG,12
499,29/12/2020 04:31,Turf Cocktail,12
500,29/12/2020 06:16,Tom Collins,5.5
501,28/12/2020 10:53,City Slicker,4
502,29/12/2020 02:15,Snowball,11
503,26/12/2020 02:31,Raspberry Cooler,3.5
504,31/12/2020 18:25,Mai Tai,11
505,27/12/2020 12:08,Grasshopper,4.99
506,26/12/2020 12:37,Van Vleet,4.2
507,30/12/2020 04:30,Lemouroudji,5.15
508,31/12/2020 20:26,City Slicker,4
509,30/12/2020 17:37,Paradise,4.2
510,28/12/2020 23:37,Old Fashioned,5.5
511,29/12/2020 07:32,Limeade,3.5
512,25/12/2020 16:01,Jewel Of The Nile,6.5
513,26/12/2020 22:27,Scotch Sour,7.5
514,27/12/2020 13:50,Godchild,7.5
515,28/12/2020 09:06,A. J.,11
516,29/12/2020 06:12,Snowball,11
517,26/12/2020 10:43,Raspberry Cooler,3.5
518,30/12/2020 21:09,Limeade,3.5
519,28/12/2020 19:51,Fahrenheit 5000,2.99
520,29/12/2020 04:46,Grasshopper,4.99
521,26/12/2020 18:00,Figgy Thyme,3
522,26/12/2020 17:46,Radioactive Long Island Iced Tea,7.5
523,28/12/2020 20:55,Talos Coffee,5.15
524,29/12/2020 22:01,After sex,7.5
525,25/12/2020 23:15,Limeade,3.5
526,26/12/2020 02:53,Paradise,4.2
527,27/12/2020 04:25,Creme de Menthe,3.5
528,30/12/2020 03:02,Orange Oasis,4.99
529,28/12/2020 06:55,Kiwi Martini,5.5
530,31/12/2020 07:02,Affinity,2.99
531,26/12/2020 03:16,Godfather,6.5
532,29/12/2020 12:29,Owen's Grandmother's Revenge,8
533,25/12/2020 16:15,Zippy's Revenge,5
534,26/12/2020 17:24,Orangeade,4.99
535,31/12/2020 01:25,Death in the Afternoon,4
536,30/12/2020 05:03,Raspberry Cooler,3.5
537,29/12/2020 02:50,Mother's Milk,5
538,27/12/2020 08:42,Limeade,3.5
539,27/12/2020 14:27,Mango Mojito,7.5
540,26/12/2020 07:12,Grasshopper,4.99
541,29/12/2020 19:21,Long Island Iced Tea,3
542,31/12/2020 22:48,Paradise,4.2
543,31/12/2020 17:32,Snowball,11
544,26/12/2020 05:55,Waikiki Beachcomber,5.5
545,28/12/2020 20:09,Pure Passion,2.99
546,26/12/2020 12:44,Turf Cocktail,12
547,31/12/2020 03:08,Flying Dutchman,6.5
548,31/12/2020 01:33,Death in the Afternoon,4
549,30/12/2020 08:16,Raspberry Cooler,3.5
550,26/12/2020 15:07,Irish Spring,5.15
551,28/12/2020 17:33,Karsk,11
552,31/12/2020 04:27,Zippy's Revenge,5
553,26/12/2020 11:24,Kiwi Papaya Smoothie,5.15
554,25/12/2020 21:18,Waikiki Beachcomber,5.5
555,30/12/2020 00:11,Snowball,11
556,29/12/2020 08:47,Citrus Coke,5.15
557,29/12/2020 20:31,Kool-Aid Slammer,3
558,28/12/2020 03:06,Afternoon,3
559,28/12/2020 01:15,Orangeade,4.99
560,30/12/2020 12:32,Lone Tree Cooler,5.5
561,28/12/2020 08:21,Snowball,11
562,31/12/2020 19:15,Snowball,11
563,27/12/2020 23:51,Thai Iced Coffee,4.2
564,30/12/2020 08:18,Lemouroudji,5.15
565,27/12/2020 11:06,Mint Julep,8
566,31/12/2020 17:33,Cuba Libre,4.2
567,26/12/2020 07:22,Orangeade,4.99
568,29/12/2020 12:45,Espresso Martini,11
569,29/12/2020 08:34,Jack's Vanilla Coke,6.5
570,31/12/2020 02:15,Zoksel,6.5
571,25/12/2020 23:37,Snowball,11
572,30/12/2020 03:04,Ipamena,2.99
573,28/12/2020 03:40,Mocha-Berry,8
574,25/12/2020 21:24,The Jimmy Conway,6.5
575,30/12/2020 20:08,Queen Charlotte,8
576,26/12/2020 08:39,Limeade,3.5
577,30/12/2020 22:55,Monkey Gland,11
578,26/12/2020 23:00,Snowball,11
579,29/12/2020 21:51,Ipamena,2.99
580,30/12/2020 08:08,Frozen Daiquiri,4.99
581,26/12/2020 02:47,Sidecar,11
582,27/12/2020 10:15,Bellini,2.99
583,29/12/2020 04:50,Sweet Tooth,2.99
584,31/12/2020 14:19,Orangeade,4.99
585,30/12/2020 08:31,Winter Rita,5.5
586,25/12/2020 16:46,Munich Mule,12
587,29/12/2020 20:30,Grim Reaper,4
